""	"Group"	"Site"	"Host"	"Region"	"Type"	"Year"	"Province_1"	"Province_2"	"Conservation"	"gut_section"	"Sex"	"Size"	"Size_range"	"Longitude"	"Latitude"	"BO22_chlomean_bdmean"	"BO22_curvelmean_bdmean"	"BO22_dissoxmean_bdmean"	"BO22_ironmean_bdmean"	"BO22_phosphatemean_bdmean"	"BO22_lightbotmean_bdmean"	"BO22_ph"	"BO22_nitratemean_bdmean"	"BO22_tempmean_bdmean"	"BO22_carbonphytomean_bdmean"	"BO22_ppmean_bdmean"	"BO22_salinitymean_bdmean"	"BO22_silicatemean_bdmean"
"G3a_Par1"	"G3a_Par1"	"PAT"	"Cavernosus"	"Patagonia"	"Gut tissue"	2019	"Subantarctic"	"Subantarctic"	"frozen"	"a"	"M"	"28"	"25-30"	-69.48625	-52.3313806	1.454404544	-0.850891797	-1.259681503	2.299596905	-1.67345314	1.561152894	1.176493091	-1.712885135	1.139541923	1.540438731	1.339630185	-2.088150286	-1.393340451
"G3c_Par1"	"G3c_Par1"	"PAT"	"Cavernosus"	"Patagonia"	"Gut tissue"	2019	"Subantarctic"	"Subantarctic"	"frozen"	"c"	"M"	"28"	"25-30"	-69.48625	-52.3313806	1.454404544	-0.850891797	-1.259681503	2.299596905	-1.67345314	1.561152894	1.176493091	-1.712885135	1.139541923	1.540438731	1.339630185	-2.088150286	-1.393340451
"G4_Chi"	"G4_Chi"	"KGI"	"Agassizii"	"Antarctica"	"Gut tissue"	2019	"Antarctic"	"Antarctic"	"frozen"	"entire"	"M"	"41.5"	"40-45"	-58.95785972	-62.21879	-0.823188566	-0.473030745	0.661973987	-0.421573657	0.757307826	-0.708502204	-0.891681985	0.728823521	-0.882926873	-0.835953707	-0.846918015	0.682706001	0.906654272
"G4_Chi_Tr"	"G4_Chi_Tr"	"KGI"	"Agassizii"	"Antarctica"	"Gut tissue"	2019	"Antarctic"	"Antarctic"	"frozen"	"entire"	"M"	"37"	"35-40"	-58.95785972	-62.21879	-0.823188566	-0.473030745	0.661973987	-0.421573657	0.757307826	-0.708502204	-0.891681985	0.728823521	-0.882926873	-0.835953707	-0.846918015	0.682706001	0.906654272
"G4_PCR28_SOG_22"	"G4_PCR28_SOG_22"	"SOG"	"Agassizii"	"South Georgia"	"Gut tissue"	2021	"Antarctic"	"Subantarctic"	"ethanol"	"entire"	"M"	"26"	"25-30"	-36.664	-54.162	-0.973733999	-0.028714479	1.00263645	-0.940640875	0.44516031	-0.7232771	-0.179308622	0.503065626	-0.33264623	-0.844822063	-0.810239756	0.305649305	-0.12058983
"G4_SOG_22"	"G4_SOG_22"	"SOG"	"Agassizii"	"South Georgia"	"Gut tissue"	2021	"Antarctic"	"Subantarctic"	"ethanol"	"entire"	"M"	"26"	"25-30"	-36.664	-54.162	-0.973733999	-0.028714479	1.00263645	-0.940640875	0.44516031	-0.7232771	-0.179308622	0.503065626	-0.33264623	-0.844822063	-0.810239756	0.305649305	-0.12058983
"G5_Chi"	"G5_Chi"	"KGI"	"Agassizii"	"Antarctica"	"Gut tissue"	2019	"Antarctic"	"Antarctic"	"frozen"	"entire"	"F"	"40"	"40-45"	-58.95785972	-62.21879	-0.823188566	-0.473030745	0.661973987	-0.421573657	0.757307826	-0.708502204	-0.891681985	0.728823521	-0.882926873	-0.835953707	-0.846918015	0.682706001	0.906654272
"G5_FALK_22"	"G5_FALK_22"	"FALK"	"Cavernosus"	"Falkland"	"Gut tissue"	2022	"Subantarctic"	"Subantarctic"	"frozen"	"entire"	"M"	"35"	"35-40"	-57.785758	-51.6960667	1.336693781	1.053379616	-0.842113938	-0.484490896	-0.34903657	-0.310230698	0.280273664	-0.172068614	1.093768794	1.163314124	1.090872994	0.480935491	-1.028470978
"G5_PCR28_SOG_22"	"G5_PCR28_SOG_22"	"SOG"	"Agassizii"	"South Georgia"	"Gut tissue"	2021	"Antarctic"	"Subantarctic"	"ethanol"	"entire"	"ND"	"20"	"20-25"	-36.664	-54.162	-0.973733999	-0.028714479	1.00263645	-0.940640875	0.44516031	-0.7232771	-0.179308622	0.503065626	-0.33264623	-0.844822063	-0.810239756	0.305649305	-0.12058983
"G5_Paf"	"G5_Paf"	"KER"	"Cordatus"	"Kerguelen"	"Gut tissue"	2017	"Subantarctic"	"Subantarctic"	"frozen"	"entire"	"F"	"50"	"50-55"	70.21909972	-49.3537	0.261807407	2.52939935	0.586667964	-0.6142577	0.330889714	0.033134308	0.670932852	0.359425195	0.237155645	0.254718257	0.29744366	0.0800894	-0.063079298
"G5_SOG_22"	"G5_SOG_22"	"SOG"	"Agassizii"	"South Georgia"	"Gut tissue"	2021	"Antarctic"	"Subantarctic"	"ethanol"	"entire"	"ND"	"20"	"20-25"	-36.664	-54.162	-0.973733999	-0.028714479	1.00263645	-0.940640875	0.44516031	-0.7232771	-0.179308622	0.503065626	-0.33264623	-0.844822063	-0.810239756	0.305649305	-0.12058983
"G6_Chi"	"G6_Chi"	"KGI"	"Agassizii"	"Antarctica"	"Gut tissue"	2019	"Antarctic"	"Antarctic"	"frozen"	"entire"	"M"	"41.5"	"40-45"	-58.95785972	-62.21879	-0.823188566	-0.473030745	0.661973987	-0.421573657	0.757307826	-0.708502204	-0.891681985	0.728823521	-0.882926873	-0.835953707	-0.846918015	0.682706001	0.906654272
"G6_Chi_Tr"	"G6_Chi_Tr"	"KGI"	"Agassizii"	"Antarctica"	"Gut tissue"	2019	"Antarctic"	"Antarctic"	"frozen"	"entire"	"F"	"40"	"40-45"	-58.95785972	-62.21879	-0.823188566	-0.473030745	0.661973987	-0.421573657	0.757307826	-0.708502204	-0.891681985	0.728823521	-0.882926873	-0.835953707	-0.846918015	0.682706001	0.906654272
"G6_FALK_22"	"G6_FALK_22"	"FALK"	"Cavernosus"	"Falkland"	"Gut tissue"	2022	"Subantarctic"	"Subantarctic"	"frozen"	"entire"	"M"	"37"	"35-40"	-57.785758	-51.6960667	1.336693781	1.053379616	-0.842113938	-0.484490896	-0.34903657	-0.310230698	0.280273664	-0.172068614	1.093768794	1.163314124	1.090872994	0.480935491	-1.028470978
"G6_PCR28_SOG_22"	"G6_PCR28_SOG_22"	"SOG"	"Agassizii"	"South Georgia"	"Gut tissue"	2021	"Antarctic"	"Subantarctic"	"ethanol"	"entire"	"ND"	"23"	"20-25"	-36.664	-54.162	-0.973733999	-0.028714479	1.00263645	-0.940640875	0.44516031	-0.7232771	-0.179308622	0.503065626	-0.33264623	-0.844822063	-0.810239756	0.305649305	-0.12058983
"G6_Paf"	"G6_Paf"	"KER"	"Cordatus"	"Kerguelen"	"Gut tissue"	2017	"Subantarctic"	"Subantarctic"	"frozen"	"entire"	"F"	"46"	"45-50"	70.21909972	-49.3537	0.261807407	2.52939935	0.586667964	-0.6142577	0.330889714	0.033134308	0.670932852	0.359425195	0.237155645	0.254718257	0.29744366	0.0800894	-0.063079298
"G6_SOG_22"	"G6_SOG_22"	"SOG"	"Agassizii"	"South Georgia"	"Gut tissue"	2021	"Antarctic"	"Subantarctic"	"ethanol"	"entire"	"ND"	"23"	"20-25"	-36.664	-54.162	-0.973733999	-0.028714479	1.00263645	-0.940640875	0.44516031	-0.7232771	-0.179308622	0.503065626	-0.33264623	-0.844822063	-0.810239756	0.305649305	-0.12058983
"G6c_Par1"	"G6c_Par1"	"PAT"	"Cavernosus"	"Patagonia"	"Gut tissue"	2019	"Subantarctic"	"Subantarctic"	"frozen"	"c"	"F"	"30"	"30-35"	-69.48625	-52.3313806	1.454404544	-0.850891797	-1.259681503	2.299596905	-1.67345314	1.561152894	1.176493091	-1.712885135	1.139541923	1.540438731	1.339630185	-2.088150286	-1.393340451
"G7_Chi"	"G7_Chi"	"KGI"	"Agassizii"	"Antarctica"	"Gut tissue"	2019	"Antarctic"	"Antarctic"	"frozen"	"entire"	"M"	"41"	"40-45"	-58.95785972	-62.21879	-0.823188566	-0.473030745	0.661973987	-0.421573657	0.757307826	-0.708502204	-0.891681985	0.728823521	-0.882926873	-0.835953707	-0.846918015	0.682706001	0.906654272
"G7_Chi_Tr"	"G7_Chi_Tr"	"KGI"	"Agassizii"	"Antarctica"	"Gut tissue"	2019	"Antarctic"	"Antarctic"	"frozen"	"entire"	"F"	"33"	"30-35"	-58.95785972	-62.21879	-0.823188566	-0.473030745	0.661973987	-0.421573657	0.757307826	-0.708502204	-0.891681985	0.728823521	-0.882926873	-0.835953707	-0.846918015	0.682706001	0.906654272
"G7_FALK_22"	"G7_FALK_22"	"FALK"	"Cavernosus"	"Falkland"	"Gut tissue"	2022	"Subantarctic"	"Subantarctic"	"frozen"	"entire"	"M"	"34"	"30-35"	-57.785758	-51.6960667	1.336693781	1.053379616	-0.842113938	-0.484490896	-0.34903657	-0.310230698	0.280273664	-0.172068614	1.093768794	1.163314124	1.090872994	0.480935491	-1.028470978
"G7c_Par1"	"G7c_Par1"	"PAT"	"Cavernosus"	"Patagonia"	"Gut tissue"	2019	"Subantarctic"	"Subantarctic"	"frozen"	"c"	"F"	"30"	"30-35"	-69.48625	-52.3313806	1.454404544	-0.850891797	-1.259681503	2.299596905	-1.67345314	1.561152894	1.176493091	-1.712885135	1.139541923	1.540438731	1.339630185	-2.088150286	-1.393340451
"G8_Chi"	"G8_Chi"	"KGI"	"Agassizii"	"Antarctica"	"Gut tissue"	2019	"Antarctic"	"Antarctic"	"frozen"	"entire"	"F"	"39"	"35-40"	-58.95785972	-62.21879	-0.823188566	-0.473030745	0.661973987	-0.421573657	0.757307826	-0.708502204	-0.891681985	0.728823521	-0.882926873	-0.835953707	-0.846918015	0.682706001	0.906654272
"G8_Chi_Tr"	"G8_Chi_Tr"	"KGI"	"Agassizii"	"Antarctica"	"Gut tissue"	2019	"Antarctic"	"Antarctic"	"frozen"	"entire"	"F"	"28"	"25-30"	-58.95785972	-62.21879	-0.823188566	-0.473030745	0.661973987	-0.421573657	0.757307826	-0.708502204	-0.891681985	0.728823521	-0.882926873	-0.835953707	-0.846918015	0.682706001	0.906654272
"G8_FALK_22"	"G8_FALK_22"	"FALK"	"Cavernosus"	"Falkland"	"Gut tissue"	2022	"Subantarctic"	"Subantarctic"	"frozen"	"entire"	"M"	"34"	"30-35"	-57.785758	-51.6960667	1.336693781	1.053379616	-0.842113938	-0.484490896	-0.34903657	-0.310230698	0.280273664	-0.172068614	1.093768794	1.163314124	1.090872994	0.480935491	-1.028470978
"G9_Chi"	"G9_Chi"	"KGI"	"Agassizii"	"Antarctica"	"Gut tissue"	2019	"Antarctic"	"Antarctic"	"frozen"	"entire"	"M"	"43"	"40-45"	-58.95785972	-62.21879	-0.823188566	-0.473030745	0.661973987	-0.421573657	0.757307826	-0.708502204	-0.891681985	0.728823521	-0.882926873	-0.835953707	-0.846918015	0.682706001	0.906654272
"G9_Chi_Tr"	"G9_Chi_Tr"	"KGI"	"Agassizii"	"Antarctica"	"Gut tissue"	2019	"Antarctic"	"Antarctic"	"frozen"	"entire"	"M"	"27"	"25-30"	-58.95785972	-62.21879	-0.823188566	-0.473030745	0.661973987	-0.421573657	0.757307826	-0.708502204	-0.891681985	0.728823521	-0.882926873	-0.835953707	-0.846918015	0.682706001	0.906654272
"G9_FALK_22"	"G9_FALK_22"	"FALK"	"Cavernosus"	"Falkland"	"Gut tissue"	2022	"Subantarctic"	"Subantarctic"	"frozen"	"entire"	"M"	"34"	"30-35"	-57.785758	-51.6960667	1.336693781	1.053379616	-0.842113938	-0.484490896	-0.34903657	-0.310230698	0.280273664	-0.172068614	1.093768794	1.163314124	1.090872994	0.480935491	-1.028470978
"G9a_Par1"	"G9a_Par1"	"PAT"	"Cavernosus"	"Patagonia"	"Gut tissue"	2019	"Subantarctic"	"Subantarctic"	"frozen"	"a"	"M"	"34"	"30-35"	-69.48625	-52.3313806	1.454404544	-0.850891797	-1.259681503	2.299596905	-1.67345314	1.561152894	1.176493091	-1.712885135	1.139541923	1.540438731	1.339630185	-2.088150286	-1.393340451
"G9c_Par1"	"G9c_Par1"	"PAT"	"Cavernosus"	"Patagonia"	"Gut tissue"	2019	"Subantarctic"	"Subantarctic"	"frozen"	"c"	"M"	"34"	"30-35"	-69.48625	-52.3313806	1.454404544	-0.850891797	-1.259681503	2.299596905	-1.67345314	1.561152894	1.176493091	-1.712885135	1.139541923	1.540438731	1.339630185	-2.088150286	-1.393340451
"S1_Chi"	"S1_Chi"	"KGI"	"Agassizii"	"Antarctica"	"Sediment"	2019	"Antarctic"	"Antarctic"	"frozen"	"entire"	"ND"	"ND"	"ND"	-58.95785972	-62.21879	-0.823188566	-0.473030745	0.661973987	-0.421573657	0.757307826	-0.708502204	-0.891681985	0.728823521	-0.882926873	-0.835953707	-0.846918015	0.682706001	0.906654272
"S1_Chi_W"	"S1_Chi_W"	"KGI"	"Agassizii"	"Antarctica"	"Sediment"	2019	"Antarctic"	"Antarctic"	"frozen"	"entire"	"ND"	"ND"	"ND"	-58.95785972	-62.21879	-0.823188566	-0.473030745	0.661973987	-0.421573657	0.757307826	-0.708502204	-0.891681985	0.728823521	-0.882926873	-0.835953707	-0.846918015	0.682706001	0.906654272
"S1_FALK_22"	"S1_FALK_22"	"FALK"	"Cavernosus"	"Falkland"	"Sediment"	2022	"Subantarctic"	"Subantarctic"	"frozen"	"entire"	"ND"	"ND"	"ND"	-57.785758	-51.6960667	1.336693781	1.053379616	-0.842113938	-0.484490896	-0.34903657	-0.310230698	0.280273664	-0.172068614	1.093768794	1.163314124	1.090872994	0.480935491	-1.028470978
"S1_Paf"	"S1_Paf"	"KER"	"Cordatus"	"Kerguelen"	"Sediment"	2017	"Subantarctic"	"Subantarctic"	"frozen"	"entire"	"ND"	"ND"	"ND"	70.21909972	-49.3537	0.261807407	2.52939935	0.586667964	-0.6142577	0.330889714	0.033134308	0.670932852	0.359425195	0.237155645	0.254718257	0.29744366	0.0800894	-0.063079298
"S1_Par1"	"S1_Par1"	"PAT"	"Cavernosus"	"Patagonia"	"Sediment"	2019	"Subantarctic"	"Subantarctic"	"frozen"	"entire"	"ND"	"ND"	"ND"	-69.48625	-52.3313806	1.454404544	-0.850891797	-1.259681503	2.299596905	-1.67345314	1.561152894	1.176493091	-1.712885135	1.139541923	1.540438731	1.339630185	-2.088150286	-1.393340451
"S1_Par2"	"S1_Par2"	"PAT"	"Cavernosus"	"Patagonia"	"Sediment"	2019	"Subantarctic"	"Subantarctic"	"frozen"	"entire"	"ND"	"ND"	"ND"	-69.48625	-52.3313806	1.454404544	-0.850891797	-1.259681503	2.299596905	-1.67345314	1.561152894	1.176493091	-1.712885135	1.139541923	1.540438731	1.339630185	-2.088150286	-1.393340451
"S1_SOG_22"	"S1_SOG_22"	"SOG"	"Agassizii"	"South Georgia"	"Sediment"	2021	"Antarctic"	"Subantarctic"	"ethanol"	"entire"	"ND"	"ND"	"ND"	-36.664	-54.162	-0.973733999	-0.028714479	1.00263645	-0.940640875	0.44516031	-0.7232771	-0.179308622	0.503065626	-0.33264623	-0.844822063	-0.810239756	0.305649305	-0.12058983
"S2_Chi"	"S2_Chi"	"KGI"	"Agassizii"	"Antarctica"	"Sediment"	2019	"Antarctic"	"Antarctic"	"frozen"	"entire"	"ND"	"ND"	"ND"	-58.95785972	-62.21879	-0.823188566	-0.473030745	0.661973987	-0.421573657	0.757307826	-0.708502204	-0.891681985	0.728823521	-0.882926873	-0.835953707	-0.846918015	0.682706001	0.906654272
"S2_FALK_22"	"S2_FALK_22"	"FALK"	"Cavernosus"	"Falkland"	"Sediment"	2022	"Subantarctic"	"Subantarctic"	"frozen"	"entire"	"ND"	"ND"	"ND"	-57.785758	-51.6960667	1.336693781	1.053379616	-0.842113938	-0.484490896	-0.34903657	-0.310230698	0.280273664	-0.172068614	1.093768794	1.163314124	1.090872994	0.480935491	-1.028470978
"S2_Paf"	"S2_Paf"	"KER"	"Cordatus"	"Kerguelen"	"Sediment"	2017	"Subantarctic"	"Subantarctic"	"frozen"	"entire"	"ND"	"ND"	"ND"	70.21909972	-49.3537	0.261807407	2.52939935	0.586667964	-0.6142577	0.330889714	0.033134308	0.670932852	0.359425195	0.237155645	0.254718257	0.29744366	0.0800894	-0.063079298
"S2_Par1"	"S2_Par1"	"PAT"	"Cavernosus"	"Patagonia"	"Sediment"	2019	"Subantarctic"	"Subantarctic"	"frozen"	"entire"	"ND"	"ND"	"ND"	-69.48625	-52.3313806	1.454404544	-0.850891797	-1.259681503	2.299596905	-1.67345314	1.561152894	1.176493091	-1.712885135	1.139541923	1.540438731	1.339630185	-2.088150286	-1.393340451
"S2_Par2"	"S2_Par2"	"PAT"	"Cavernosus"	"Patagonia"	"Sediment"	2019	"Subantarctic"	"Subantarctic"	"frozen"	"entire"	"ND"	"ND"	"ND"	-69.48625	-52.3313806	1.454404544	-0.850891797	-1.259681503	2.299596905	-1.67345314	1.561152894	1.176493091	-1.712885135	1.139541923	1.540438731	1.339630185	-2.088150286	-1.393340451
"S2_SOG_22"	"S2_SOG_22"	"SOG"	"Agassizii"	"South Georgia"	"Sediment"	2021	"Antarctic"	"Subantarctic"	"ethanol"	"entire"	"ND"	"ND"	"ND"	-36.664	-54.162	-0.973733999	-0.028714479	1.00263645	-0.940640875	0.44516031	-0.7232771	-0.179308622	0.503065626	-0.33264623	-0.844822063	-0.810239756	0.305649305	-0.12058983
"S3_Chi"	"S3_Chi"	"KGI"	"Agassizii"	"Antarctica"	"Sediment"	2019	"Antarctic"	"Antarctic"	"frozen"	"entire"	"ND"	"ND"	"ND"	-58.95785972	-62.21879	-0.823188566	-0.473030745	0.661973987	-0.421573657	0.757307826	-0.708502204	-0.891681985	0.728823521	-0.882926873	-0.835953707	-0.846918015	0.682706001	0.906654272
"S3_FALK_22"	"S3_FALK_22"	"FALK"	"Cavernosus"	"Falkland"	"Sediment"	2022	"Subantarctic"	"Subantarctic"	"frozen"	"entire"	"ND"	"ND"	"ND"	-57.785758	-51.6960667	1.336693781	1.053379616	-0.842113938	-0.484490896	-0.34903657	-0.310230698	0.280273664	-0.172068614	1.093768794	1.163314124	1.090872994	0.480935491	-1.028470978
"S3_Paf"	"S3_Paf"	"KER"	"Cordatus"	"Kerguelen"	"Sediment"	2017	"Subantarctic"	"Subantarctic"	"frozen"	"entire"	"ND"	"ND"	"ND"	70.21909972	-49.3537	0.261807407	2.52939935	0.586667964	-0.6142577	0.330889714	0.033134308	0.670932852	0.359425195	0.237155645	0.254718257	0.29744366	0.0800894	-0.063079298
"S3_Par1"	"S3_Par1"	"PAT"	"Cavernosus"	"Patagonia"	"Sediment"	2019	"Subantarctic"	"Subantarctic"	"frozen"	"entire"	"ND"	"ND"	"ND"	-69.48625	-52.3313806	1.454404544	-0.850891797	-1.259681503	2.299596905	-1.67345314	1.561152894	1.176493091	-1.712885135	1.139541923	1.540438731	1.339630185	-2.088150286	-1.393340451
"S3_Par2"	"S3_Par2"	"PAT"	"Cavernosus"	"Patagonia"	"Sediment"	2019	"Subantarctic"	"Subantarctic"	"frozen"	"entire"	"ND"	"ND"	"ND"	-69.48625	-52.3313806	1.454404544	-0.850891797	-1.259681503	2.299596905	-1.67345314	1.561152894	1.176493091	-1.712885135	1.139541923	1.540438731	1.339630185	-2.088150286	-1.393340451
"S3_SOG_22"	"S3_SOG_22"	"SOG"	"Agassizii"	"South Georgia"	"Sediment"	2021	"Antarctic"	"Subantarctic"	"ethanol"	"entire"	"ND"	"ND"	"ND"	-36.664	-54.162	-0.973733999	-0.028714479	1.00263645	-0.940640875	0.44516031	-0.7232771	-0.179308622	0.503065626	-0.33264623	-0.844822063	-0.810239756	0.305649305	-0.12058983
"S4_Chi"	"S4_Chi"	"KGI"	"Agassizii"	"Antarctica"	"Sediment"	2019	"Antarctic"	"Antarctic"	"frozen"	"entire"	"ND"	"ND"	"ND"	-58.95785972	-62.21879	-0.823188566	-0.473030745	0.661973987	-0.421573657	0.757307826	-0.708502204	-0.891681985	0.728823521	-0.882926873	-0.835953707	-0.846918015	0.682706001	0.906654272
"S4_FALK_22"	"S4_FALK_22"	"FALK"	"Cavernosus"	"Falkland"	"Sediment"	2022	"Subantarctic"	"Subantarctic"	"frozen"	"entire"	"ND"	"ND"	"ND"	-57.785758	-51.6960667	1.336693781	1.053379616	-0.842113938	-0.484490896	-0.34903657	-0.310230698	0.280273664	-0.172068614	1.093768794	1.163314124	1.090872994	0.480935491	-1.028470978
"S4_Paf"	"S4_Paf"	"KER"	"Cordatus"	"Kerguelen"	"Sediment"	2017	"Subantarctic"	"Subantarctic"	"frozen"	"entire"	"ND"	"ND"	"ND"	70.21909972	-49.3537	0.261807407	2.52939935	0.586667964	-0.6142577	0.330889714	0.033134308	0.670932852	0.359425195	0.237155645	0.254718257	0.29744366	0.0800894	-0.063079298
"S4_SOG_22"	"S4_SOG_22"	"SOG"	"Agassizii"	"South Georgia"	"Sediment"	2021	"Antarctic"	"Subantarctic"	"ethanol"	"entire"	"ND"	"ND"	"ND"	-36.664	-54.162	-0.973733999	-0.028714479	1.00263645	-0.940640875	0.44516031	-0.7232771	-0.179308622	0.503065626	-0.33264623	-0.844822063	-0.810239756	0.305649305	-0.12058983
"S5_Chi"	"S5_Chi"	"KGI"	"Agassizii"	"Antarctica"	"Sediment"	2019	"Antarctic"	"Antarctic"	"frozen"	"entire"	"ND"	"ND"	"ND"	-58.95785972	-62.21879	-0.823188566	-0.473030745	0.661973987	-0.421573657	0.757307826	-0.708502204	-0.891681985	0.728823521	-0.882926873	-0.835953707	-0.846918015	0.682706001	0.906654272
"S5_FALK_22"	"S5_FALK_22"	"FALK"	"Cavernosus"	"Falkland"	"Sediment"	2022	"Subantarctic"	"Subantarctic"	"frozen"	"entire"	"ND"	"ND"	"ND"	-57.785758	-51.6960667	1.336693781	1.053379616	-0.842113938	-0.484490896	-0.34903657	-0.310230698	0.280273664	-0.172068614	1.093768794	1.163314124	1.090872994	0.480935491	-1.028470978
"S5_Paf"	"S5_Paf"	"KER"	"Cordatus"	"Kerguelen"	"Sediment"	2017	"Subantarctic"	"Subantarctic"	"frozen"	"entire"	"ND"	"ND"	"ND"	70.21909972	-49.3537	0.261807407	2.52939935	0.586667964	-0.6142577	0.330889714	0.033134308	0.670932852	0.359425195	0.237155645	0.254718257	0.29744366	0.0800894	-0.063079298
"S5_SOG_22"	"S5_SOG_22"	"SOG"	"Agassizii"	"South Georgia"	"Sediment"	2021	"Antarctic"	"Subantarctic"	"ethanol"	"entire"	"ND"	"ND"	"ND"	-36.664	-54.162	-0.973733999	-0.028714479	1.00263645	-0.940640875	0.44516031	-0.7232771	-0.179308622	0.503065626	-0.33264623	-0.844822063	-0.810239756	0.305649305	-0.12058983
"S6_SOG_22"	"S6_SOG_22"	"SOG"	"Agassizii"	"South Georgia"	"Sediment"	2021	"Antarctic"	"Subantarctic"	"ethanol"	"entire"	"ND"	"ND"	"ND"	-36.664	-54.162	-0.973733999	-0.028714479	1.00263645	-0.940640875	0.44516031	-0.7232771	-0.179308622	0.503065626	-0.33264623	-0.844822063	-0.810239756	0.305649305	-0.12058983
